time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-01T01:19:07.120Z,38.8363342,-122.8246689,1.86,0.93,md,14,68,0.008744,0.04,nc,nc73104561,2018-11-01T01:49:02.213Z,"9km NW of The Geysers, CA",earthquake,0.32,0.49,0.09,3,automatic,nc,nc
2018-11-01T01:15:53.202Z,61.6101,-149.8648,33.5,1.1,ml,,,,0.39,ak,ak20307529,2018-11-01T01:18:44.451Z,"3km SW of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-01T01:07:52.060Z,38.8395004,-122.8261642,1.06,1.05,md,10,94,0.007337,0.04,nc,nc73104556,2018-11-01T01:09:29.188Z,"9km WNW of Cobb, CA",earthquake,0.34,0.5,,1,automatic,nc,nc
2018-11-01T01:07:20.290Z,33.497,-116.7873333,4.61,0.17,ml,14,121,0.0188,0.08,ci,ci37410114,2018-11-01T16:18:41.667Z,"9km NE of Aguanga, CA",earthquake,0.19,0.24,0.153,5,reviewed,ci,ci
2018-11-01T01:06:31.520Z,38.8364983,-122.8258362,1.6,0.91,md,13,79,0.007821,0.04,nc,nc73104551,2018-11-01T01:08:09.379Z,"9km NW of The Geysers, CA",earthquake,0.32,0.56,0.14,3,automatic,nc,nc
2018-11-01T01:05:19.190Z,-55.8983,-26.652,10,5,mb,,102,5.875,0.72,us,us2000i51r,2018-11-01T01:52:05.040Z,"95km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.2,1.8,0.099,33,reviewed,us,us
2018-11-01T01:04:54.140Z,38.8344994,-122.8273315,1.87,1.8,md,23,127,0.007566,0.03,nc,nc73104546,2018-11-01T01:28:03.959Z,"9km NW of The Geysers, CA",earthquake,0.26,0.35,0.13,6,automatic,nc,nc
2018-11-01T01:04:25.320Z,38.8361667,-122.8245,1.86,2.14,md,51,35,0.008915,0.05,nc,nc73104541,2018-11-01T23:10:05.579Z,"9km NW of The Geysers, CA",earthquake,0.11,0.17,0.222,29,reviewed,nc,nc
2018-11-01T00:57:11.410Z,33.4926667,-116.7918333,4.42,0.49,ml,20,57,0.0209,0.16,ci,ci37410106,2018-11-01T16:02:33.933Z,"9km NE of Aguanga, CA",earthquake,0.27,0.44,0.119,14,reviewed,ci,ci
2018-11-01T00:52:37.860Z,32.8626,-100.9207,3.69,2.4,mb_lg,,51,0.034,0.3,us,us2000i50z,2018-11-01T18:25:42.766Z,"16km N of Snyder, Texas",earthquake,4.6,3.1,0.088,34,reviewed,us,us
2018-11-01T00:52:13.209Z,58.3644,-154.5029,10,1.3,ml,,,,1.32,ak,ak20307528,2018-11-01T00:55:26.406Z,"96km NNW of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-01T00:49:10.410Z,61.3141,-147.1605,16.3,1.5,ml,,,,0.69,ak,ak20307526,2018-11-01T00:53:15.416Z,"48km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-01T00:39:15.340Z,39.9306,20.2476,10,4,mb,,90,0.41,0.56,us,us2000i50u,2018-11-01T02:09:50.040Z,"11km S of Libohove, Albania",earthquake,4.6,2,0.299,3,reviewed,us,us
2018-11-01T00:37:09.410Z,33.4858333,-116.7805,4.54,0.53,ml,26,40,0.03123,0.15,ci,ci37410098,2018-11-01T16:02:50.468Z,"9km ENE of Aguanga, CA",earthquake,0.23,0.41,0.079,15,reviewed,ci,ci
2018-11-01T00:31:33.533Z,63.1321,-150.2407,87.9,1.8,ml,,,,0.57,ak,ak20307520,2018-11-01T00:38:49.992Z,"70km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-01T00:23:57.909Z,39.2442,-120.0883,7.9,-0.4,ml,3,180.95,0.047,0.0298,nn,nn00663656,2018-11-01T03:47:37.850Z,"3km W of Tahoe Vista, California",earthquake,,5.2,0.17,2,reviewed,nn,nn
2018-11-01T00:21:18.163Z,69.498,-144.0648,0.7,3.3,ml,,,,0.94,ak,ak20307512,2018-11-01T17:24:07.729Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-11-01T00:15:28.730Z,34.1261667,-117.7815,6.41,1.1,ml,42,80,0.03627,0.18,ci,ci37410082,2018-11-01T16:12:45.300Z,"3km NNW of La Verne, CA",earthquake,0.21,0.5,0.141,20,reviewed,ci,ci
2018-11-01T00:14:45.524Z,39.2286,-120.0965,8.2,-0.3,ml,4,114.15,0.031,0.0514,nn,nn00663655,2018-11-01T03:44:33.258Z,"4km WSW of Tahoe Vista, California",earthquake,,2.2,0,2,reviewed,nn,nn
2018-11-01T00:10:21.340Z,17.9443,-65.1171,13,2.87,md,4,347,0.758,0.3,pr,pr2018305000,2018-11-01T04:00:08.984Z,"41km ESE of Vieques, Puerto Rico",earthquake,14.86,21.51,0.36,3,reviewed,pr,pr
2018-11-01T00:04:14.066Z,36.7259,-116.2191,4,-0.1,ml,5,303.47,0.006,0.0349,nn,nn00663734,2018-11-01T18:38:18.891Z,"52km ESE of Beatty, Nevada",earthquake,,2,0.03,2,reviewed,nn,nn
